OBJECTID,name,dam_name,district,dist_sym,division,div_sym,dry,dist_to_infest_km,surface_area_km,connectivity,num_connections,perc_open_water_25mi,perc_perennial_snowice_25mi,perce_dev_openspace_25mi,perc_dev_lowintensity_25mi,perc_dev_medintensity_25mi,perc_dev_highintensity_25mi,perc_barren_25mi,perc_forest_25mi,perc_shrubscrub_25mi,perc_herbaceous_25mi,perc_haypasture_25mi,perc_crops_25mi,perc_wetland_25mi,perc_open_water_50mi,perc_perennial_snowice_50mi,perce_dev_openspace_50mi,perc_dev_lowintensity_50mi,perc_dev_medintensity_50mi,perc_dev_highintensity_50mi,perc_barren_50mi,perc_forest_50mi,perc_shrubscrub_50mi,perc_herbaceous_50mi,perc_haypasture_50mi,perc_crops_50mi,perc_wetland_50mi,mean_elev_m,mean_slope,perc_CaO_25mi,perc_alluvial_25mi,perc_eolian_25mi,perc_glacial_glaciofluvial_25mi,perc_colluvial_25mi,perc_organic_rich_25mi,perc_proglacial_25mi,perc_resid_volcanic_art_wat_25mi,hardness_range,min_hardness,max_hardness,pH_range,pH_min,pH_max,infest_status
148,Rough River Lake,Rough River Lake Dam,Louisville District,LRL,Great Lakes and Ohio River Division,LRD,No,23.97142204,20.05521729,None,0,1.336656406,0,5.070632987,1.058470145,0.586910087,0.188536278,0.107441433,53.11631534,0.708725535,0.766960501,22.43066789,14.17403734,0.454646057,1.498022522,0,5.210650008,1.708824835,1.022812839,0.446156992,0.206040792,46.36312094,0.580676138,0.71206094,21.94119483,18.65392753,1.656511638,163.28125,0.469631759,17.54343479,0,0,0,13.46231539,0,0,86.53768461,119.0-225.0,119,225,7.3-7.8,7.3,7.8,0
149,Salamonie Lake,Salamonie Lake Dam,Louisville District,LRL,Great Lakes and Ohio River Division,LRD,No,12.88395686,11.45260747,None,0,0.936470242,0,4.532482579,2.914924708,1.524970565,0.481168528,0.182885514,10.60455902,0.095926697,0.394371295,2.92445813,74.15828498,1.249497745,0.919751484,0,4.66067587,3.526055539,2.034195363,0.675446813,0.146423171,8.297191532,0.080490918,0.339442511,3.482932115,73.25629009,2.581104596,232.6875,0.229074546,19.6455578,0,0,100,0,0,0,0,225.0-325.0,225,325,7.8-8.1,7.8,8.1,0
150,Taylorsville Lake,Taylorsville Lake Dam,Louisville District,LRL,Great Lakes and Ohio River Division,LRD,No,26.84470463,11.89460636,None,0,0.647331227,0,6.507564522,3.729980177,2.264837671,0.971710709,0.263929575,37.65363846,0.36556839,0.555902089,39.10515011,7.712265984,0.222121083,1.054579915,0,5.891894636,3.140645492,2.117702591,0.951152989,0.259523336,40.7782713,0.349953746,0.514892395,35.59685798,8.796372125,0.548153493,178.3157895,0.592575371,31.52781973,19.16584664,0,0,80.83415336,0,0,0,119.0-225.0,119,225,7.3-7.8,7.3,7.8,0
151,West Fork Lake,West Fork of Mill Creek Lake Dam,Louisville District,LRL,Great Lakes and Ohio River Division,LRD,No,16.25878133,0.733805386,None,0,1.85224437,0,12.63417803,11.36181119,6.936363391,3.194090538,0.266299007,32.55711885,0.224088096,0.455630985,16.46864017,13.63213282,0.417402546,1.35097375,0,7.449600231,5.777318029,3.279178867,1.307245331,0.198803974,34.03340935,0.202377911,0.50164068,15.62918881,29.85768899,0.412574075,211,0.215962648,29.25934513,0,0,100,0,0,0,0,225.0-325.0,225,325,8.1-8.4,8.1,8.4,0
152,Lake Cumberland,Wolf Creek Dam,Nashville District,LRN,Great Lakes and Ohio River Division,LRD,No,68.03679026,186.43642,None,0,2.411985285,0,4.522999107,1.954589969,0.895145053,0.266018333,0.272329809,65.45016971,0.914986199,0.966918089,19.83004055,2.312139516,0.202678377,1.512057392,0,4.504364234,1.850809287,0.863783347,0.258541784,0.252895528,63.03095545,1.075019869,1.257275091,22.38357346,2.85578418,0.154940378,234.2547529,0.784534439,18.72037898,0,0,0,8.560193004,0,0,91.439807,45.0-119.0,45,119,7.3-7.8,7.3,7.8,1
153,Lake Barkley,Barkley Dam,Nashville District,LRN,Great Lakes and Ohio River Division,LRD,No,2.538232982,183.036373,None,0,5.411994247,0,5.222425905,1.517731457,0.7589596,0.291700374,0.154292135,50.08902889,0.728137427,1.062617242,14.45840891,16.67189541,3.632808413,3.192422735,0,4.806246122,1.500579836,0.6907377,0.259403496,0.1628029,45.40664838,0.584593283,0.864361824,14.51346691,23.61389156,4.404845256,109.8955224,0.424296119,18.53494291,0.405487101,0,0,0,0,0,99.5945129,45.0-119.0,45,119,7.8-8.1,7.8,8.1,1
154,Laurel River Lake,Laurel Dam,Nashville District,LRN,Great Lakes and Ohio River Division,LRD,No,50.05804005,23.18047098,None,0,1.154530861,0,4.628858545,2.994359131,1.405777648,0.422581154,0.266508257,71.11298842,1.332608046,1.289694342,14.58820268,0.578881037,0.225009877,1.555422337,0,4.304058997,2.03435551,0.948994025,0.262806645,0.287877934,70.31410886,1.246585983,1.624028832,16.03429284,1.253587427,0.133880609,315.027027,0.498437487,8.527616683,0,0,0,16.68805163,0,0,83.31194837,45.0-119.0,45,119,7.3-7.8,7.3,7.8,0
155,Martins Fork Lake,Martins Fork Dam,Nashville District,LRN,Great Lakes and Ohio River Division,LRD,No,51.45850414,1.347047208,None,0,0.279767434,0,3.579607576,1.532969062,0.643673954,0.124385284,0.472594461,78.98860045,1.711076722,5.62336189,6.965973729,0.013675088,0.064314353,1.382559085,0,4.732025382,2.600927092,1.150421846,0.33197361,0.634221311,68.74683176,1.516269964,3.163816505,15.29038905,0.292034776,0.158529613,420,0.487573296,11.71101413,0,0,0,100,0,0,0,119.0-225.0,119,225,7.8-8.1,7.8,8.1,0
156,Dale Hollow Lake,Dale Hollow Dam,Nashville District,LRN,Great Lakes and Ohio River Division,LRD,No,45.18018387,107.0790584,None,0,2.551640307,0,4.157728836,1.603477495,0.617743271,0.171650322,0.267067599,65.89666497,1.19340766,1.379221699,20.68625498,1.351132465,0.124010395,1.94592921,0,4.61658468,1.823428309,0.78234814,0.238365115,0.236759963,61.12064016,1.139685909,1.265085345,23.54672907,3.061905168,0.222538931,207.6013514,0.846753187,22.45248778,0,0,0,0.008411561,0,0,99.99158844,45.0-119.0,45,119,7.3-7.8,7.3,7.8,0
157,Cordell Hull Lake,Cordell Hull Dam,Nashville District,LRN,Great Lakes and Ohio River Division,LRD,No,51.27431516,48.81381525,Lock and Dam,1,2.451692322,0,4.725028615,2.155313399,0.871511452,0.276338255,0.16561209,57.16174322,0.734199521,0.674043738,28.29682281,2.207691073,0.28000351,2.055852099,0,5.498975256,2.964827122,1.557533409,0.578691359,0.226646216,51.8569224,1.020102792,1.091487656,27.7509255,4.990825518,0.407210668,164.8732394,1.023341703,28.87462423,0,0,0,0,0,0,100,45.0-119.0,45,119,7.3-7.8,7.3,7.8,0
158,Old Hickory Lake,Old Hickory Dam,Nashville District,LRN,Great Lakes and Ohio River Division,LRD,No,15.43024473,78.51443439,Lock and Dam,2,2.338794747,0,7.384920608,5.146961883,2.902162737,1.223099718,0.172206216,46.72495284,0.577227411,0.65399385,27.43826036,5.130198583,0.307221046,1.524106066,0,6.060602306,3.516810932,1.881188402,0.686642152,0.169631802,46.45012074,0.733935728,0.828974476,28.40090656,9.225728014,0.521352823,140.2956522,0.395832574,30.20415475,5.609437337,0,0,0,0,0,94.39056266,45.0-119.0,45,119,7.3-8.1,7.3,8.1,1
159,Cheatham Lake,Cheatham Dam,Nashville District,LRN,Great Lakes and Ohio River Division,LRD,No,0.005354284,23.21417429,Lock and Dam,1,1.747007048,0,8.310738737,5.949719405,3.511976841,1.436415904,0.204944703,44.37532076,0.526311817,0.800281433,25.30163493,7.208696586,0.626951834,2.119050705,0,5.978925584,3.365168703,1.871063472,0.712945156,0.135657834,47.70993312,0.692777293,0.86405757,24.46379574,11.28604276,0.800582056,125.5641026,0.622044029,26.87390966,57.0830588,0,0,0,0,0,42.9169412,45.0-119.0,45,119,7.8-8.1,7.8,8.1,1
160,J. Percy Priest Lake,J Percy Priest Dam,Nashville District,LRN,Great Lakes and Ohio River Division,LRD,No,10.30579091,57.58363819,None,0,2.057333785,0,8.820015648,7.491453019,4.702260014,1.858813745,0.240644995,41.89647397,0.490530607,0.71541705,29.02303342,2.480115583,0.223908163,1.370910057,0,6.47817615,3.986597927,2.151767778,0.812149105,0.148334429,43.95139191,0.635887151,0.712663764,29.84642608,9.167184028,0.738511617,150.4939759,0.229269132,38.16204647,0,0,0,0,0,0,100,45.0-119.0,45,119,7.3-8.1,7.3,8.1,0
161,Center Hill Lake,Center Hill Dam,Nashville District,LRN,Great Lakes and Ohio River Division,LRD,No,63.12059366,69.15538944,None,0,1.483426213,0,4.60707221,2.217808873,0.861777437,0.251160429,0.153530247,56.83458923,1.470719465,1.332851247,27.04162548,3.022213417,0.72322575,2.052141801,0,5.460127839,3.241314784,1.626910973,0.565923717,0.205737109,55.03874366,1.441605823,1.579631744,25.01021439,3.109301434,0.668346719,213.8924731,0.791053361,23.80376429,0,0,0,0,0,0,100,45.0-119.0,45,119,7.3-7.8,7.3,7.8,0
162,Conemaugh River Lake,Conemaugh Dam,Pittsburgh District,LRP,Great Lakes and Ohio River Division,LRD,No,33.16901307,27.6777764,None,0,0.898549357,0,7.336238585,4.931854964,2.711083716,0.884344462,0.332930434,60.92806426,0.590836458,0.877254835,11.94694497,8.292428022,0.269469937,0.897512289,0,7.242619944,4.658714222,2.749616468,1.071425352,0.366766634,60.74668316,0.645278878,1.419352464,13.2119171,6.642294851,0.347818646,293.025,0.92485543,13.98885753,0,0,0,100,0,0,0,45.0-119.0,45,119,6.8-7.3,6.8,7.3,0
163,Crooked Creek Lake,Crooked Creek Dam,Pittsburgh District,LRP,Great Lakes and Ohio River Division,LRD,No,11.13725147,8.067543197,None,0,1.17686273,0,7.778626635,4.944076063,2.675831877,0.914564993,0.259589419,59.04020892,0.532508839,1.127393617,10.47934118,10.85984569,0.211150031,1.01037498,0,7.67784745,4.818366488,2.859839242,1.136769297,0.344473039,60.17167154,0.653436925,1.261364337,13.0193194,6.530735261,0.515802046,285.2666667,1.02209785,13.87997849,0,0,0,100,0,0,0,45.0-119.0,45,119,6.8-7.8,6.8,7.8,0
164,East Branch Clarion River Lake,East Branch Dam,Pittsburgh District,LRP,Great Lakes and Ohio River Division,LRD,No,59.53519423,5.783658434,None,0,0.284049075,0,3.391904751,0.687936959,0.323546846,0.122260702,0.169487598,86.3404687,1.162597913,0.989402727,4.385119715,0.103064964,2.040160054,0.616432391,0,4.113691373,1.007741112,0.432373612,0.128276498,0.213209205,80.28333597,0.819274834,0.938911009,8.638718168,1.012595454,1.795440379,528.875,1.314250175,2.967890488,0,0,0,100,0,0,0,45.0-119.0,45,119,6.8-7.8,6.8,7.8,0
165,Allegheny Reservoir,Kinzua Dam,Pittsburgh District,LRP,Great Lakes and Ohio River Division,LRD,No,12.75499036,85.76120659,None,0,1.167905424,0,4.185313762,1.128755823,0.552030131,0.152065838,0.128745616,75.23282595,0.653070009,0.464164102,10.28585264,2.314134113,3.735136602,6.360386116,0,4.347441735,1.396160041,0.629989625,0.231310438,0.126341328,65.28069503,0.611108411,0.483462272,11.21012685,4.462478651,3.361324602,413.9640288,1.664951981,2.410943632,19.77068647,0,0,25.57905337,0,0,54.65026015,45.0-119.0,45,119,6.8-7.8,6.8,7.8,0
166,Michael J. Kirwan Reservoir,Michael J Kirwan Dam and Reservoir,Pittsburgh District,LRP,Great Lakes and Ohio River Division,LRD,No,8.669324526,12.83085466,None,0,2.252444612,0,12.19646882,11.88734284,5.36413176,2.180816609,0.225728732,31.61842893,0.317475971,0.840297289,16.88877071,10.26015009,5.967943644,8.014587186,0,8.888808904,8.482722759,4.150434776,1.631382396,0.239016378,34.05141066,0.339717506,0.705028541,17.72192654,11.64505989,4.129904455,302.173913,0.423021538,8.153020108,0,0,100,0,0,0,0,119.0-225.0,119,225,7.3-7.8,7.3,7.8,1
167,Loyalhanna Lake,Loyalhanna Dam,Pittsburgh District,LRP,Great Lakes and Ohio River Division,LRD,No,28.04534234,8.920998745,None,0,1.143552768,0,7.898599198,6.154054979,4.026908584,1.440769553,0.300864976,58.52962545,0.497187865,0.712637909,10.68915508,8.336928598,0.269715038,0.990713446,0,7.560480247,4.796336358,2.888602864,1.143893722,0.347290122,59.79586614,0.634176348,1.367854517,13.68721925,6.442866981,0.3447,295.3333333,0.830977711,14.03839071,0,0,0,42.5987673,0,57.4012327,0,45.0-119.0,45,119,6.8-7.3,6.8,7.3,0
168,Mahoning Creek Lake,Mahoning Creek Dam,Pittsburgh District,LRP,Great Lakes and Ohio River Division,LRD,No,17.34059687,8.786964967,None,0,0.798405819,0,6.016419049,2.087835712,0.85579486,0.236212042,0.331634673,64.39041272,0.902203656,1.638114555,15.23942145,7.093264616,0.410280844,0.82097874,0,6.349205571,3.378373616,1.818514763,0.65845512,0.355334773,67.8023053,0.763634092,1.383531505,10.62212252,5.306922403,0.740621598,369.0833333,1.080955336,11.29137588,0,0,0,100,0,0,0,45.0-119.0,45,119,6.8-7.3,6.8,7.3,0
169,Mosquito Creek Lake,Mosquito Creek Dam,Pittsburgh District,LRP,Great Lakes and Ohio River Division,LRD,No,28.18003607,43.06656947,None,0,2.702657644,0,7.589314473,5.790841453,2.012882437,0.798927153,0.220251127,39.77122638,0.422590345,0.716783112,18.2404317,12.90995165,8.824142532,16.19137647,0,7.687255399,6.731621238,3.156814314,1.258814023,0.214158852,35.91703053,0.305458635,0.688380281,14.17888024,9.045892655,4.62431737,275.0447761,0.161855279,6.901405268,0,0,39.66277345,0,0,60.33722655,0,45.0-119.0,45,119,7.3-7.8,7.3,7.8,1
170,Shenango River Lake,Shenango Dam,Pittsburgh District,LRP,Great Lakes and Ohio River Division,LRD,No,13.85970217,36.79241588,None,0,2.228572623,0,7.491207575,5.453994825,2.023041309,0.787809472,0.290242009,43.14059114,0.397084226,0.655519981,16.61276674,13.6310638,7.2881063,10.06442968,0,7.468253268,5.439624984,2.162149534,0.827979594,0.197173365,44.04831982,0.367306349,0.853586886,14.67462455,9.38852128,4.508030697,280.6610169,0.57824802,5.684173783,0,0,7.624568871,0,0,92.37543113,0,45.0-119.0,45,119,7.3-7.8,7.3,7.8,0
171,Stonewall Jackson Lake,"Stonewall Jackson Dam, WV",Pittsburgh District,LRP,Great Lakes and Ohio River Division,LRD,No,25.30115376,12.52213851,None,0,0.441562899,0,4.147718874,1.247974987,0.640064742,0.1562809,0.169729248,83.00651954,0.977819077,0.692550289,8.46149446,0.005046433,0.053238548,0.504151003,0,4.087633933,0.977905203,0.477698823,0.125786695,0.191860085,84.38959656,1.000515464,1.087460743,6.903744992,0.059344328,0.194302176,344.6818182,0.674641499,10.18523729,0,0,0,100,0,0,0,45.0-119.0,45,119,7.3-7.8,7.3,7.8,0
172,Tionesta Lake,Tionesta Dam,Pittsburgh District,LRP,Great Lakes and Ohio River Division,LRD,No,30.92845169,10.98371363,None,0,0.971610923,0,4.738943532,0.962574307,0.463700701,0.127473696,0.080817799,79.57354164,0.704618871,0.672104529,8.10747931,1.528361306,2.068773388,1.094337284,0,4.948840628,1.581867174,0.648200331,0.188788686,0.17055757,69.50271121,0.690743277,0.837117613,12.24345499,4.70844855,3.384932684,370.0588235,1.370775871,2.810593565,0,0,0,100,0,0,0,45.0-119.0,45,119,6.8-7.3,6.8,7.3,0
173,Tygart Lake,Tygart Dam,Pittsburgh District,LRP,Great Lakes and Ohio River Division,LRD,No,20.00103848,14.05885361,None,0,0.678147105,0,5.339165408,2.223091374,1.236975145,0.373918767,0.279121147,74.07500101,1.006311144,1.1816488,13.15933668,0.175510717,0.271772701,0.626462014,0,4.480713961,1.351550656,0.71451032,0.216721953,0.2514853,78.66143815,0.966320225,1.199092968,10.11013447,0.720979518,0.700590469,363.6315789,1.109612015,9.858877027,0,0,0,27.31760482,0,0,72.68239518,119.0-225.0,119,225,7.3-7.8,7.3,7.8,0
175,Woodcock Creek Lake,Woodcock Creek Dam,Pittsburgh District,LRP,Great Lakes and Ohio River Division,LRD,No,7.229296135,2.9893819,None,0,1.801757907,0,5.642452192,2.438383706,0.818823839,0.225136225,0.078136088,53.55198185,0.27661316,0.378051565,16.70670157,10.45033926,7.631622645,16.64641848,0,4.98981247,2.762617248,1.092284555,0.389939286,0.128766202,46.4629121,0.369913425,0.581043097,12.79638508,7.516545975,5.228347069,367,1.031573765,2.073973649,0,0,15.11592894,0,0,84.88407106,0,45.0-119.0,45,119,7.3-7.8,7.3,7.8,0
176,Youghiogheny River Lake,Youghiogheny Dam,Pittsburgh District,LRP,Great Lakes and Ohio River Division,LRD,No,43.23792189,14.84774309,None,0,0.986652357,0,5.258716297,1.901654861,1.000894177,0.267330257,0.466192343,69.10719215,0.647754889,1.399568724,15.55973934,2.25925677,1.145047841,0.854728986,0,5.635297784,2.839753684,1.571190817,0.535271317,0.355402,68.2705869,0.804939287,1.469427559,13.67743573,3.159700973,0.826264962,461.8695652,1.599005584,9.614783308,0,0,0,31.01254317,0,0,68.98745683,119.0-225.0,119,225,7.3-7.8,7.3,7.8,0
177,Arkabutla Lake,Arkabutla Dam,Vicksburg District,MVK,Mississippi Valley Division,MVD,No,30.42717823,40.06692168,None,0,5.10968169,0,4.877441951,4.20959827,3.222270516,1.74237634,0.278148817,21.62350429,0.950211454,0.702147344,14.01861887,32.52073959,10.74526087,3.550796518,0,3.856849993,2.940012571,1.9095106,0.772383669,0.172339172,23.88759977,0.83889775,0.593103469,10.95497062,39.24275391,11.28078195,66.54385965,0.195408527,1.068730288,41.22458151,0,0,0,0,0,58.77541849,45.0-119.0,45,119,6.8-7.3,6.8,7.3,0
178,Bayou Bodcau Reservoir,Bayou Bodcau Dam,Vicksburg District,MVK,Mississippi Valley Division,MVD,No,183.1734672,0.417944789,None,0,3.70476479,0,3.622017193,5.123898909,3.167889483,1.219239201,0.247712247,41.490244,4.182749822,3.495508354,10.06174836,3.689978042,19.9942496,2.278578246,0,2.82719722,2.867320842,1.416009686,0.565812322,0.218373386,49.34250143,5.657874928,4.777734043,9.731679217,2.824505178,17.49241349,47,0.131852731,3.116804111,89.93576017,0,0,0,0,0,10.06423983,45.0-119.0,45,119,7.3-7.8,7.3,7.8,0
179,Carlyle Lake,Carlyle Lake Dam,St. Louis District,MVS,Mississippi Valley Division,MVD,No,68.26373757,95.95148418,None,0,2.106193691,0,3.476670672,2.877282798,0.989674247,0.241899594,0.047636771,17.00535565,0.08512204,0.237564563,8.672223683,60.4751777,3.785198601,1.97660178,0,3.751636933,4.100707962,1.891010209,0.697899105,0.126904262,17.80474374,0.095073945,0.424396977,9.886149142,56.09795702,3.146918925,135.3165468,0.075008678,22.06970962,83.36959988,0,16.63040012,0,0,0,0,119.0-325.0,119,325,7.8-8.1,7.8,8.1,0
180,Coralville Lake,Coralville Dam,Rock Island District,MVR,Mississippi Valley Division,MVD,No,32.59144213,20.02203242,None,0,1.103133769,0,3.056381056,3.845531196,2.276946872,0.694357448,0.198739044,7.911613301,0.046369828,2.592669696,10.41485174,63.10183029,4.757575766,1.094221631,0,2.336157476,3.03777922,1.460681187,0.372035959,0.145118695,7.63738937,0.061797571,2.491272892,10.47204927,67.00058462,3.890912119,211.4482759,0.350532115,12.36780064,15.87865169,3.982022472,7.348314607,72.79101124,0,0,0,119.0-325.0,119,325,7.8-8.1,7.8,8.1,0
181,DeGray Lake,DeGray Dam,Vicksburg District,MVK,Mississippi Valley Division,MVD,No,91.70833947,48.84377668,Dam,1,3.556447431,0,3.715498545,1.889923963,0.817028005,0.263372393,0.256692485,63.83244593,4.925971924,4.656839754,9.488372838,0.879596873,5.717809865,1.749885779,0,3.438069823,1.937853234,0.657419223,0.188498963,0.205047569,62.71287745,4.933125748,4.517981274,10.07072446,0.329072331,9.259444144,124.9090909,0.552939641,5.462675993,0,0,0,100,0,0,0,4.6-11.0,4.6,11,5.0-6.5,5,6.5,0
182,DeGray Reservoir,DeGray Reregulating Dam,Vicksburg District,MVK,Mississippi Valley Division,MVD,No,94.04236997,1.544733857,Dam,1,1.849797899,0,3.620017629,2.192779481,0.964293524,0.32348155,0.243404207,61.29972951,5.025356483,5.171646985,9.693561253,1.191514797,8.424416682,1.69295219,0,3.444074437,2.153964044,0.725918248,0.205828616,0.214196526,61.55011088,4.985813185,4.68364384,9.058126783,0.382871962,10.90249929,74.25,0.665412392,4.675501694,56.79583574,0,0,43.08849046,0,0,0.1156738,4.6-11.0,4.6,11,5.0-6.5,5,6.5,0
183,Enid Lake,Enid Dam,Vicksburg District,MVK,Mississippi Valley Division,MVD,No,73.42988993,59.27771123,None,0,5.172196095,0,2.957697056,1.68897532,0.620500115,0.161219193,0.152690449,43.54099407,1.955699158,1.753033475,13.73022976,19.49387146,8.772893847,2.96896747,0,2.984389756,1.574441581,0.638764367,0.157501237,0.116210491,36.09043189,1.890852733,1.665464167,12.77123328,28.2704512,10.87129182,76.6097561,0.238496343,1.575825736,3.05178932,7.770675493,0,0,0,0,89.17753519,45.0-119.0,45,119,6.8-7.3,6.8,7.3,0
184,Grenada Lake,Grenada Dam,Vicksburg District,MVK,Mississippi Valley Division,MVD,No,104.6929854,81.24239628,None,0,3.365533754,0,2.787244269,1.359976091,0.381832802,0.082633476,0.093363998,51.31962498,3.128472483,3.332521403,12.909326,11.60209724,9.637373506,2.424823773,0,2.920522252,1.357952833,0.520864915,0.119848098,0.111266329,40.30579898,2.324849056,2.288763656,12.66618857,22.47380498,12.48531656,62.52991453,0.189051978,2.178870444,6.15851363,0,0,0,0,0,93.84148637,45.0-119.0,45,119,6.8-7.3,6.8,7.3,0
185,Lake Greeson,Narrows Dam,Vicksburg District,MVK,Mississippi Valley Division,MVD,No,116.1787807,28.17046327,None,0,1.119811454,0,3.583256061,1.082593044,0.307269157,0.061579086,0.233982632,65.41676119,6.573612122,4.951352139,13.61230099,0.045359937,3.012122184,2.348732263,0,3.204999049,1.495422769,0.530878761,0.153894948,0.216946509,61.31864391,5.004436685,4.196050402,14.06002019,0.80750507,6.662469453,172.0652174,0.588525914,7.501186804,0,0,0,31.65430836,0,0,68.34569164,21.0-45.0,21,45,5.0-6.5,5,6.5,0
186,Lake Ouachita,Blakely Mountain Dam,Vicksburg District,MVK,Mississippi Valley Division,MVD,No,55.25964904,154.9842045,None,0,3.137313009,0,4.080478645,1.401934127,0.58592979,0.176814389,0.198952647,73.94424231,3.75638699,3.210611352,8.977554703,0.032852514,0.49692952,2.376771108,0,3.787832772,2.090151904,0.886505895,0.288590666,0.261252213,62.43467776,4.245240622,3.74161366,14.16645022,1.270867418,4.450045767,178.7297297,0.473010017,3.811227669,0,0,0,21.38224929,0,0,78.61775071,4.6-11.0,4.6,11,5.0-6.5,5,6.5,0
187,Lake Red Rock,Red Rock Dam,Rock Island District,MVR,Mississippi Valley Division,MVD,No,59.22599477,33.75340584,None,0,2.033375604,0,3.191766759,2.895473162,1.344982313,0.353517682,0.209874085,13.64526337,0.143997561,1.374374386,20.41223104,51.53606356,2.859080479,1.313228147,0,2.929161918,3.155682098,1.488666611,0.399793811,0.159262776,12.65027323,0.150910005,1.486660735,22.30977766,51.30405032,2.652532683,222.5454545,0.46883462,7.147047577,87.37004852,0,12.62995148,0,0,0,0,225.0-325.0,225,325,7.8-8.1,7.8,8.1,0
